"","X","Y","OBJECTID","waterCompanyName","siteNameEA","siteNameWASC","permitReferenceEA","permitReferenceWaSC","activityReference","assetType","treatmentType","outletDischargeNGRoriginal","outletDischargeNGRmappedRT","walesAssetNGR","wfdWaterbodyID","wfdWaterbodyName","recievingWaterName","shellfishWater","bathingWater","totalDurationAllSpillsHrs","countedSpills","longTermAverageSpillCount","investigationTrigger","investigationTriggerFlag","edmCommissionDate","edmCommissionYear","edmNumberofYearsOperational","noFullYearsEDMData","edmOperationPercent","edmOperationReason","edmOperationAction","highSpillOperationalReview","highSpillAction","highSpillEnhancement","riversTrustErrorFlag","riversTrustComments","Eastings","Northings","Latitude","Longitude","country","localAuthority","constituencyWestminster","cabaCatchment","eaWaterMgmtArea","eaPublicFaceArea","riverBasinDistrict","sourceDB"
"8281",244242.1891,60231.4074000008,8281,"South West Water","ERNESETTLE LANE SPORTSGROUND CSO","ERNESETTLE LANE_CSO_PLYMOUTH","301770",301770,"A1","SO on sewer network","Not Applicable","SX4424060230","","","","","RIVER TAMAR VIA SWS (E)","","",44.97,10,53.5,40,FALSE,"Commissioned in 2018 - full year data expected",2018,4,"4 (installed 2018)",82,"Comms failure / issue","Resolved - Aug","N/A - Ongoing investigation","N/A - Ongoing investigation","Other investigation - WINEP/Green Recovery",NA,NA,244240,60230,50.42122276,-4.193990145,"England","Plymouth","Plymouth, Moor View","Tamar","Devon and Cornwall","Devon Cornwall and the Isles of Scilly","South West","EA"
"8282",244242.1891,60231.4074000008,8282,"South West Water","ERNESETTLE SEWAGE TREATMENT WORKS","ERNESETTLE STW_SO_PLYMOUTH","301142",301142,"A2","Inlet SO at WwTW","Not Applicable","SX4424060230","","","","","RIVER TAMAR (E)","Tamar","",484.63,46,61,40,TRUE,"Commissioned pre-2016 - full year data expected",2016,6,"7 (installed 2015)",100,"","","Not asset maintenance - Hydraulic capacity","N/A - Hydraulic capacity","Other improvements - non-WINEP/Green Recovery",NA,NA,244240,60230,50.42122276,-4.193990145,"England","Plymouth","Plymouth, Moor View","Tamar","Devon and Cornwall","Devon Cornwall and the Isles of Scilly","South West","EA"
"8283",244242.1891,60231.4074000008,8283,"South West Water","ERNESETTLE SEWAGE TREATMENT WORKS","ERNESETTLE STW_SSO_PLYMOUTH","301142",301142,"A3","Storm tank at WwTW","Not Applicable","SX4424060230","","","","","RIVER TAMAR (E)","Tamar","",795.27,70,60.71428571,40,TRUE,"Commissioned pre-2016 - full year data expected",2016,6,"7 (installed 2015)",100,"","","Not asset maintenance - Hydraulic capacity","N/A - Hydraulic capacity","Other improvements - non-WINEP/Green Recovery",NA,NA,244240,60230,50.42122276,-4.193990145,"England","Plymouth","Plymouth, Moor View","Tamar","Devon and Cornwall","Devon Cornwall and the Isles of Scilly","South West","EA"
"8285",246972.12,54001.4925999995,8285,"South West Water","ETON PLACE CSO","ETON PLACE_CSO_PLYMOUTH","301779",301779,"A1","SO on sewer network","Not Applicable","SX4697054000","","","","","MILLBAY DOCK VIA SWS-ESTUARINE","","",12.87,7,4.8,40,TRUE,"Commissioned in 2017 - full year data expected",2017,5,"5 (installed 2017)",100,"","","","","",NA,NA,246970,54000,50.36595309,-4.153050405,"England","Plymouth","Plymouth, Sutton and Devonport","Tamar","Devon and Cornwall","Devon Cornwall and the Isles of Scilly","South West","EA"
"8297",228432.4977,62031.3175000008,8297,"South West Water","FACTORY HOUSES PUMPING STATION","FACTORY HOUSES MENHENIOT_PSCSEO_LISKEARD","301539",301539,"A1","Storm discharge at pumping station","Not Applicable","SX2843062030","","","GB108048002320","Seaton","TRIBUTARY OF THE RIVER SEATON","","SEATON BEACH (CORNWALL)",7.68,2,2.714285714,40,FALSE,"Commissioned pre-2016 - full year data expected",2016,6,"7 (installed 2015)",100,"","","","","",NA,NA,228430,62030,50.43298787,-4.417170634,"England","Cornwall","South East Cornwall","Cornwall","Devon and Cornwall","Devon Cornwall and the Isles of Scilly","South West","EA"
"8299",182863.4186,44641.1116000004,8299,"South West Water","FAIRMANTLE STREET CSO","FAIRMANTLE ST CAR PARK_CSO_TRURO","302680",302680,"A1","SO on sewer network","Not Applicable","SW8286044640","","","","","RIVER KENWYN(E)","Fal Estuary","",0,0,0,40,FALSE,"Commissioned pre-2016 - full year data expected",2016,6,"7 (installed 2015)",13,"Power failure / issue","Resolved - Nov","","","",NA,NA,182860,44640,50.26172868,-5.04793528,"England","Cornwall","Truro and Falmouth","Cornwall","Devon and Cornwall","Devon Cornwall and the Isles of Scilly","South West","EA"
"8300",182643.3891,32061.2866999991,8300,"South West Water","FALMOUTH STW INLET & STORM PS","FALMOUTH DOCKS SPST_PSCSOEO_FALMOUTH","302999",302999,"A1","Storm discharge at pumping station","Not Applicable","SW8264032060","","","","","PENRYN RIVER(E)","","",5.75,3,3,NA,FALSE,"Dec-22",2022,0,"<1 yr (installed 2022)",100,"","","","","",NA,NA,182640,32060,50.14867006,-5.043816295,"England","Cornwall","Truro and Falmouth","Cornwall","Devon and Cornwall","Devon Cornwall and the Isles of Scilly","South West","EA"
"8301",182643.3891,32061.2866999991,8301,"South West Water","FALMOUTH STW INLET & STORM PS","FALMOUTH STW_SO_FALMOUTH","302999",302999,"A2","Inlet SO at WwTW","Not Applicable","SW8264032060","","","","","PENRYN RIVER(E)","Fal Estuary","",385.67,39,24.28571429,40,FALSE,"Commissioned pre-2016 - full year data expected",2016,6,"7 (installed 2015)",100,"","","","","",NA,NA,182640,32060,50.14867006,-5.043816295,"England","Cornwall","Truro and Falmouth","Cornwall","Devon and Cornwall","Devon Cornwall and the Isles of Scilly","South West","EA"
"8304",178933.2532,61190.8798999991,8304,"South West Water","FERN PIT PUMPING STATION","FERNPIT SPS_PSCSOEO_NEWQUAY","301325",NA,"A1","Storm discharge at pumping station","Not Applicable","SW7893061190","","","","","RIVER GANNEL (S)","","CRANTOCK BEACH",43.3,45,51.42857143,40,TRUE,"Commissioned pre-2016 - full year data expected",2016,6,"7 (installed 2015)",100,"","","Not asset maintenance - Hydraulic capacity","N/A - Hydraulic capacity","Other improvements - non-WINEP/Green Recovery",NA,NA,178930,61190,50.40888985,-5.11269577,"England","Cornwall","St Austell and Newquay","Cornwall","Devon and Cornwall","Devon Cornwall and the Isles of Scilly","South West","EA"
"8309",250412.0808,55311.5446000006,8309,"South West Water","LAIRA PARK CSO","FIELD O/S XX LAIRA PARK GDN_CSO_PLYMOUTH","301776",301776,"A1","SO on sewer network","Not Applicable","SX5041055310","","","","","RIVER PLYM VIA SWS (ESTUARINE)","","PLYMOUTH HOE (EAST)",220.93,87,75.5,40,TRUE,"Commissioned in 2018 - full year data expected",2018,4,"4 (installed 2018)",93,"","","N/A - Ongoing investigation","N/A - Ongoing investigation","Other investigation - WINEP/Green Recovery",NA,NA,250410,55310,50.37861139,-4.10523813,"England","Plymouth","Plymouth, Sutton and Devonport","Tamar","Devon and Cornwall","Devon Cornwall and the Isles of Scilly","South West","EA"
"8310",148103.923,31170.9077000003,8310,"South West Water","FINNS CSO","FINNS_CSO_PENZANCE","301818",NA,"A1","SO on sewer network","Not Applicable","SW4810031170","","","GB108048002100","Trevaylor Stream","LOCAL STREAM (S)","","LONG ROCK",69.96,47,48.71428571,40,TRUE,"Commissioned pre-2016 - full year data expected",2016,6,"7 (installed 2015)",100,"","","Not asset maintenance - Hydraulic capacity","N/A - Hydraulic capacity","Other improvements - non-WINEP/Green Recovery",NA,NA,148100,31170,50.12701528,-5.525793656,"England","Cornwall","St Ives","Cornwall","Devon and Cornwall","Devon Cornwall and the Isles of Scilly","South West","EA"
"8317",244692.1812,58351.4548000004,8317,"South West Water","FLORENCE STREET CSO","FLORENCE STREET_CSO_PLYMOUTH","302614",302614,"A1","SO on sewer network","Not Applicable","SX4469058350","","","","","WESTON MILL LAKE(S)","Tamar","",6.5,23,13.85714286,40,FALSE,"Commissioned pre-2016 - full year data expected",2016,6,"7 (installed 2015)",83,"Comms failure / issue","Resolved - Jul","","","",NA,NA,244690,58350,50.40444723,-4.186882089,"England","Plymouth","Plymouth, Moor View","Tamar","Devon and Cornwall","Devon Cornwall and the Isles of Scilly","South West","EA"
"8318",180933.3994,33551.2618000004,8318,"South West Water","FLUSHING PUMPING STATION","FLUSHING SPST_PSCSOEO_FALMOUTH","301915",NA,"A1","Storm discharge at pumping station","Not Applicable","SW8093033550","","","","","PENRYN RIVER (E)","Fal Estuary","",215.73,90,98.14285714,40,TRUE,"Commissioned pre-2016 - full year data expected",2016,6,"7 (installed 2015)",100,"","","Not asset maintenance - Hydraulic capacity","N/A - Hydraulic capacity","SOAF N/A - Proposed SFTP (overflow previously improved)",NA,NA,180930,33550,50.16142178,-5.068572753,"England","Cornwall","Truro and Falmouth","Cornwall","Devon and Cornwall","Devon Cornwall and the Isles of Scilly","South West","EA"
"8321",180803.2271,62300.8880000003,8321,"South West Water","FLY CELLARS PSCSO/EO","FLYCOVE SPS_PSCSOEO_NEWQUAY","301587",NA,"A1","Storm discharge at pumping station","Not Applicable","SW8080062300","","","","","NEWQUAY BAY (C)","","TOWAN BEACH NEWQUAY",0,0,0.142857143,40,FALSE,"Commissioned pre-2016 - full year data expected",2016,6,"7 (installed 2015)",100,"","","","","",NA,NA,180800,62300,50.41955854,-5.087066517,"England","Cornwall","St Austell and Newquay","","","","","EA"
"8328",241272.2364,58371.4538000003,8328,"South West Water","FORDER NO 1 PSCSO/EO","FORDER MAIN No1 SPS_PSCSOEO_SALTASH","302102",302102,"A1","Storm discharge at pumping station","Not Applicable","SX4127058370","","","","","RIVER LYNER (S)","Tamar","",81.54,15,13.28571429,40,FALSE,"Commissioned pre-2016 - full year data expected",2016,6,"7 (installed 2015)",100,"","","","","",NA,NA,241270,58370,50.40371255,-4.234978405,"England","Cornwall","South East Cornwall","Tamar","Devon and Cornwall","Devon Cornwall and the Isles of Scilly","South West","EA"
"8329",241282.2332,58111.4593000002,8329,"South West Water","FORDER NO 2 PSCSO/EO","FORDER No2 SPS_PSCSOEO_SALTASH","302103",NA,"A1","Storm discharge at pumping station","Not Applicable","SX4128058110","","","","","RIVER LYNER (E)","Tamar","",1.24,2,10,40,FALSE,"Commissioned pre-2016 - full year data expected",2016,6,"7 (installed 2015)",100,"","","","","",NA,NA,241280,58110,50.40137881,-4.234727865,"England","Cornwall","South East Cornwall","Tamar","Devon and Cornwall","Devon Cornwall and the Isles of Scilly","South West","EA"
"8330",251062.0084,57331.5074000005,8330,"South West Water","FORDER VALLEY ROAD CSO","FORDER VALLEY ROAD_CSO_PLYMOUTH","301676",301676,"A1","SO on sewer network","Not Applicable","SX5106057330","","","","","LEIGHAM MILL STREAM","","PLYMOUTH HOE (EAST)",1203.09,100,93,40,FALSE,"Commissioned in 2018 - full year data expected",2018,4,"4 (installed 2018)",100,"","","N/A - Ongoing investigation","N/A - Ongoing investigation","Other investigation - non-WINEP/Green Recovery",NA,NA,251060,57330,50.39693052,-4.096903705,"England","Plymouth","Plymouth, Moor View","Tamar","Devon and Cornwall","Devon Cornwall and the Isles of Scilly","South West","EA"
"8334",212762.9251,52331.4469000008,8334,"South West Water","FOWEY SEWAGE TREATMENT WORKS","FOWEY STW_SSO_FOWEY","302530",302530,"A2","Storm tank at WwTW","UV (Ultraviolet)","SX1276052330","","","","","FOWEY ESTUARY (E)","Fowey","READYMONEY COVE",477.11,80,186.5714286,40,TRUE,"Commissioned pre-2016 - full year data expected",2016,6,"7 (installed 2015)",100,"","","Not asset maintenance - Hydraulic capacity","N/A - Hydraulic capacity","Other improvements - non-WINEP/Green Recovery",NA,NA,212760,52330,50.34105556,-4.632743416,"England","Cornwall","St Austell and Newquay","Cornwall","Devon and Cornwall","Devon Cornwall and the Isles of Scilly","South West","EA"
"8335",190423.1605,57731.0405999999,8335,"South West Water","FRADDON WASTEWATER TREATEMENT WORKS","FRADDON STW_SO_FRADDON","NRA-SW-5666",NA,"A2","Inlet SO at WwTW","Not Applicable","SW9042057730","","","GB108049000230","Gannel (Upper)","TRIB OF RIVER GANNEL","","",244.77,89,119,40,TRUE,"Commissioned in 2019 - full year data expected",2019,3,"3 (installed 2019)",100,"","","Not asset maintenance - Hydraulic capacity","N/A - Hydraulic capacity","Other improvements - WINEP/Green Recovery",NA,NA,190420,57730,50.38202702,-4.949289099,"England","Cornwall","St Austell and Newquay","Cornwall","Devon and Cornwall","Devon Cornwall and the Isles of Scilly","South West","EA"
"8336",182213.412,44921.0988999996,8336,"South West Water","FRANCES STREET CSO TRURO","FRANCIS ST_CSO_TRURO","302668",302668,"A1","SO on sewer network","Not Applicable","SW8221044920","","","GB108048002340","Kenwyn","RIVER KENWYN(S)","Fal Estuary","",0,0,0,40,FALSE,"Commissioned pre-2016 - full year data expected",2016,6,"7 (installed 2015)",100,"","","","","",NA,NA,182210,44920,50.26400385,-5.057202471,"England","Cornwall","Truro and Falmouth","Cornwall","Devon and Cornwall","Devon Cornwall and the Isles of Scilly","South West","EA"
"8343",247262.113,58751.4125999995,8343,"South West Water","GARRICK CLOSE CSO","GARRICK CLOSE_CSO_PLYMOUTH","301705",301705,"A1","SO on sewer network","Not Applicable","SX4726058750","","","","","HONICKNOWLE STREAM","","PLYMOUTH HOE (EAST)",26.54,23,28.2,40,FALSE,"Commissioned in 2017 - full year data expected",2017,5,"5 (installed 2017)",100,"","","N/A - Ongoing investigation","N/A - Ongoing investigation","Other investigation - WINEP/Green Recovery",NA,NA,247260,58750,50.40871602,-4.150907077,"England","Plymouth","Plymouth, Moor View","Tamar","Devon and Cornwall","Devon Cornwall and the Isles of Scilly","South West","EA"
"8347",149953.8921,31340.9025999997,8347,"South West Water","GLADSTONE TERRACE NORTH","GLADSTONE TERRACE NORTH_CSO_PENZANCE","300271",NA,"A1","SO on sewer network","Not Applicable","SW4995031340","","","","","LONGROCK STREAM","","LONG ROCK",19.65,9,14.14285714,40,TRUE,"Commissioned pre-2016 - full year data expected",2016,6,"7 (installed 2015)",100,"","","","","",NA,NA,149950,31340,50.1293238,-5.500072276,"England","Cornwall","St Ives","Cornwall","Devon and Cornwall","Devon Cornwall and the Isles of Scilly","South West","EA"
"8349",250881.9799,61041.4034000002,8349,"South West Water","GLENHOLT PUMPING STATION","GLENHOLT SPS_PSCSO_PLYMOUTH","301592",301592,"A1","SO on sewer network","Not Applicable","SX5088061040","","","GB108047004040","Lower River Plym","TRIB OF THE RIVER PLYM","","PLYMOUTH HOE (EAST)",439.86,56,87.33333333,40,TRUE,"Commissioned in 2016 - full year data expected",2016,6,"6 (installed 2016)",100,"","","Not asset maintenance - Hydraulic capacity","N/A - Hydraulic capacity","U_IMP4 driver - Stage 4: Potential spill reduction scheme - Not yet on current WINEP/AMP or Green Recovery",NA,NA,250880,61040,50.43022699,-4.100909298,"England","Plymouth","Plymouth, Moor View","Tamar","Devon and Cornwall","Devon Cornwall and the Isles of Scilly","South West","EA"
"8351",212402.9126,54691.3829999994,8351,"South West Water","GOLANT PUMPING STATION","GOLANT SPST_PSCSOEO_GOLANT","303327",303327,"A1","Storm discharge at pumping station","Not Applicable","SX1240054690","","","","","RIVER FOWEY ESTUARY (E)","Fowey","",58.95,150,107.2857143,40,FALSE,"Commissioned pre-2016 - full year data expected",2016,6,"7 (installed 2015)",100,"","","Not asset maintenance - Hydraulic capacity","N/A - Hydraulic capacity","SOAF N/A - Proposed SFTP (overflow previously improved)",NA,NA,212400,54690,50.36214248,-4.638972842,"England","Cornwall","St Austell and Newquay","Cornwall","Devon and Cornwall","Devon Cornwall and the Isles of Scilly","South West","EA"
"8352",231972.4192,70921.1513,8352,"South West Water","GOLBERDON STW","GOLBERDON STW_SO_GOLBERDON","SWWA 2106",NA,"A2","Inlet SO at WwTW","Not Applicable","SX3197070920","","","GB108047007670","Lower River Lynher","RIVER LYNHER","","",1676.98,139,155.75,40,FALSE,"Commissioned in 2018 - full year data expected",2018,4,"4 (installed 2018)",100,"","","Not asset maintenance - Hydraulic capacity","N/A - Hydraulic capacity","Stage 1c: Confirmed ""hydraulic issue""",NA,NA,231970,70920,50.51389217,-4.371366192,"England","Cornwall","South East Cornwall","Tamar","Devon and Cornwall","Devon Cornwall and the Isles of Scilly","South West","EA"
"8354",154173.829,30840.9190999996,8354,"South West Water","GOLDSITHNEY PSCSO/EO","GOLDSITHNEY SPS_PSCSOEO_GOLDSITHNEY","301606",NA,"A1","Storm discharge at pumping station","Not Applicable","SW5417030840","","","GB108048002110","Marazion River","STREAM (S)","","",0,0,0,NA,FALSE,"May-22",2022,0,"<1 yr (installed 2022)",100,"","","","","",NA,NA,154170,30840,50.12659861,-5.440817162,"England","Cornwall","St Ives","Cornwall","Devon and Cornwall","Devon Cornwall and the Isles of Scilly","South West","EA"
"8357",195643.0959,55061.1731000002,8357,"South West Water","GOONMARRIS PSCSO/EO","GOONAMARRIS_CSO_NANPEAN","301582",NA,"A1","SO on sewer network","Not Applicable","SW9564055060","","","GB108048001350","Gwindra Stream","GWINDRA STREAM(S)","","",126.65,19,19,NA,FALSE,"Dec-22",2022,0,"<1 yr (installed 2022)",100,"","","","","",NA,NA,195640,55060,50.35988309,-4.87451392,"England","Cornwall","St Austell and Newquay","Cornwall","Devon and Cornwall","Devon Cornwall and the Isles of Scilly","South West","EA"
"8358",177723.3246,52980.9312999994,8358,"South West Water","GOONHAVERN WWTW","GOONHAVERN STW_SO_GOONHAVERN","NRA-SW-3701",NA,"A2","Inlet SO at WwTW","Not Applicable","SW7772052980","","","GB108049000700","Bolingey Stream","TRIB OF THE BOLINGEY STREAM","","",513.7,53,57.5,50,TRUE,"Commissioned in 2020 - full year data expected",2020,2,"2 (installed 2020)",99,"","","N/A - Ongoing investigation","N/A - Ongoing investigation","Other investigation - WINEP/Green Recovery",NA,NA,177720,52980,50.33470906,-5.124847254,"England","Cornwall","Truro and Falmouth","Cornwall","Devon and Cornwall","Devon Cornwall and the Isles of Scilly","South West","EA"
"8359",177723.3246,52980.9312999994,8359,"South West Water","GOONHAVERN WWTW","GOONHAVERN STW_SSO_GOONHAVERN","NRA-SW-3701",NA,"A3","Storm tank at WwTW","Not Applicable","SW7772052980","","","GB108049000700","Bolingey Stream","TRIB OF THE BOLINGEY STREAM","","",974.22,64,79.5,50,TRUE,"Commissioned in 2020 - full year data expected",2020,2,"2 (installed 2020)",99,"","","N/A - Ongoing investigation","N/A - Ongoing investigation","Other investigation - WINEP/Green Recovery",NA,NA,177720,52980,50.33470906,-5.124847254,"England","Cornwall","Truro and Falmouth","Cornwall","Devon and Cornwall","Devon Cornwall and the Isles of Scilly","South West","EA"
"8360",200123.1429,42451.3497000001,8360,"South West Water","GORRAN CHURCHTOWN STW","GORRAN CHURCHTOWN SPST_PSCSOEO_GORRAN","303580",303580,"A1","Storm discharge at pumping station","Not Applicable","SX0012042450","","","","","PORTMELLON STREAM(S)","","GORRAN HAVEN (LITTLE PERHAVER) BEACH",28.38,28,28,60,FALSE,"Commissioned in 2021 - full year data expected",2021,1,"1 (installed 2021)",96,"","","","","",NA,NA,200120,42450,50.24815277,-4.804933851,"England","Cornwall","St Austell and Newquay","Cornwall","Devon and Cornwall","Devon Cornwall and the Isles of Scilly","South West","EA"
"8361",201523.1265,41461.3663999997,8361,"South West Water","GORRAN HAVEN PSCSO/EO","GORRAN HAVEN SPST_PSCSOEO_GORRAN HAVEN","302104",NA,"A1","Storm discharge at pumping station","Not Applicable","SX0152041460","","","","","ATLANTIC OCEAN (C)","","GORRAN HAVEN (LITTLE PERHAVER) BEACH",211.06,34,56,40,FALSE,"Commissioned pre-2016 - full year data expected",2016,6,"7 (installed 2015)",100,"","","N/A - Ongoing investigation","N/A - Ongoing investigation","Other investigation - non-WINEP/Green Recovery",NA,NA,201520,41460,50.23973191,-4.784803018,"England","Cornwall","St Austell and Newquay","","","","","EA"
"8363",193293.2412,48371.2473000009,8363,"South West Water","GRAMPOUND PLAYING FIELD CSO","GRAMPOUND NO 2_CSO_GRAMPOUND","NRA-SW-6729",NA,"A1","SO on sewer network","Not Applicable","SW9329048370","","","GB108048001270","Lower River Fal","RIVER FAL","","",9.87,8,8,NA,FALSE,"Dec-22",2022,0,"<1 yr (installed 2022)",100,"","","","","",NA,NA,193290,48370,50.2989746,-4.903840742,"England","Cornwall","St Austell and Newquay","Cornwall","Devon and Cornwall","Devon Cornwall and the Isles of Scilly","South West","EA"
"8364",193293.2412,48371.2473000009,8364,"South West Water","GRAMPOUND PLAYING FIELD CSO","Grampound No1_CSO_Grampound","NRA-SW-6729",NA,"A1","SO on sewer network","Not Applicable","SW9329048370","","","GB108048001270","Lower River Fal","RIVER FAL","","",9.87,8,8,NA,FALSE,"Dec-22",2022,0,"<1 yr (installed 2022)",100,"","","","","",NA,NA,193290,48370,50.2989746,-4.903840742,"England","Cornwall","St Austell and Newquay","Cornwall","Devon and Cornwall","Devon Cornwall and the Isles of Scilly","South West","EA"
"8365",193613.2178,50131.2357000001,8365,"South West Water","GRAMPOUND ROAD PUMPING STATION","GRAMPOUND ROAD SPST_PSCSOEO_GRAMPOUND","301655",301655,"A1","Storm discharge at pumping station","Not Applicable","SW9361050130","","","GB108048001270","Lower River Fal","RIVER FAL","","",1482.85,100,128.75,40,FALSE,"Commissioned in 2018 - full year data expected",2018,4,"4 (installed 2018)",100,"","","N/A - Ongoing investigation","N/A - Ongoing investigation","Other investigation - WINEP/Green Recovery",NA,NA,193610,50130,50.31489464,-4.900315804,"England","Cornwall","Truro and Falmouth","Cornwall","Devon and Cornwall","Devon Cornwall and the Isles of Scilly","South West","EA"
"8366",193293.2412,48381.2475000005,8366,"South West Water","GRAMPOUND PUMPING STATION","GRAMPOUND SPS_PSCSOEO_GRAMPOUND","301609",301609,"A1","Storm discharge at pumping station","Not Applicable","SW9329048380","","","GB108048001270","Lower River Fal","RIVER FAL","","",9.83,16,25.5,40,FALSE,"Commissioned in 2018 - full year data expected",2018,4,"4 (installed 2018)",100,"","","N/A - Ongoing investigation","N/A - Ongoing investigation","Other investigation - WINEP/Green Recovery",NA,NA,193290,48380,50.29906442,-4.903846215,"England","Cornwall","St Austell and Newquay","Cornwall","Devon and Cornwall","Devon Cornwall and the Isles of Scilly","South West","EA"
"8370",165533.7276,27311.0924999993,8370,"South West Water","GRANGE ROAD CSO","GRANGE RD S.A. TANK_CSO_HELSTON","033997/CS/01",33997,"A1","SO on sewer network","Not Applicable","SW6553027310","","","GB108048001172","Lower River Cober","RIVER COBER (VIA SWS)","","",0.21,1,6.166666667,40,FALSE,"Commissioned in 2016 - full year data expected",2016,6,"6 (installed 2016)",100,"","","","","",NA,NA,165530,27310,50.09950132,-5.279991027,"England","Cornwall","St Ives","Cornwall","Devon and Cornwall","Devon Cornwall and the Isles of Scilly","South West","EA"
"8375",180543.406,33431.2668999992,8375,"South West Water","CSO AT DUNSTANVILLE TERRACE","GREENBANK GARDENS_CSO_FALMOUTH","303013",303013,"A1","SO on sewer network","Not Applicable","SW8054033430","","","","","PENRYN RIVER(E)","Fal Estuary","",10.52,37,17.57142857,40,FALSE,"Commissioned pre-2016 - full year data expected",2016,6,"7 (installed 2015)",100,"","","","","",NA,NA,180540,33430,50.1601998,-5.073955686,"England","Cornwall","Truro and Falmouth","Cornwall","Devon and Cornwall","Devon Cornwall and the Isles of Scilly","South West","EA"
"8376",181313.397,32451.2785,8376,"South West Water","GROVE PLACE NO.1 CSO","GROVE PLACE NO. 1_CSO_FALMOUTH","303019",303019,"A1","SO on sewer network","Not Applicable","SW8131032450","","","","","PENRYN RIVER(E)","Fal Estuary","",18.65,15,7.857142857,40,FALSE,"Commissioned pre-2016 - full year data expected",2016,6,"7 (installed 2015)",100,"","","","","",NA,NA,181310,32450,50.15168339,-5.062628614,"England","Cornwall","Truro and Falmouth","Cornwall","Devon and Cornwall","Devon Cornwall and the Isles of Scilly","South West","EA"
"8377",147913.9232,31450.9057999998,8377,"South West Water","REAR OF 12 PENDREA CLOSE CSO","GULVAL PENDREA CLOSE_CSO_PENZANCE","301819",NA,"A1","SO on sewer network","Not Applicable","SW4791031450","","","GB108048002100","Trevaylor Stream","LOCAL STREAM (S)","","LONG ROCK",NA,NA,NA,NA,FALSE,"EDM not technically feasible at this overflow",NA,NA,"",NA,"","","","","",NA,NA,147910,31450,50.12944802,-5.528631738,"England","Cornwall","St Ives","Cornwall","Devon and Cornwall","Devon Cornwall and the Isles of Scilly","South West","EA"
"8378",147923.9225,31510.9054000005,8378,"South West Water","OUTSIDE 5 TREVARRACK LANE CSO","GULVAL TREVARRACK LANE_CSO_PENZANCE","301820",NA,"A1","SO on sewer network","Not Applicable","SW4792031510","","","GB108048002100","Trevaylor Stream","LOCAL STREAM (S)","","LONG ROCK",261.5,106,115.7142857,40,FALSE,"Commissioned pre-2016 - full year data expected",2016,6,"7 (installed 2015)",95,"","","Not asset maintenance - Hydraulic capacity","N/A - Hydraulic capacity","Other improvements - non-WINEP/Green Recovery",NA,NA,147920,31510,50.12999086,-5.528531751,"England","Cornwall","St Ives","Cornwall","Devon and Cornwall","Devon Cornwall and the Isles of Scilly","South West","EA"
"8380",243352.1541,71851.1816000007,8380,"South West Water","GUNNISLAKE NO.1 CSO","GUNNISLAKE NO. 1_CSO_GUNNISLAKE","301844",NA,"A1","SO on sewer network","Not Applicable","SX4335071850","","","GB108047007860","Lower River Tamar","RIVER TAMAR (S)","","",0,0,0,50,FALSE,"Commissioned in 2020 - full year data expected",2020,2,"2 (installed 2020)",94,"","","","","",NA,NA,243350,71850,50.52540743,-4.211377547,"England","Cornwall","South East Cornwall","Tamar","Devon and Cornwall","Devon Cornwall and the Isles of Scilly","South West","EA"
"8381",243352.1541,71851.1816000007,8381,"South West Water","GUNNISLAKE NO.2 CSO","GUNNISLAKE NO. 2_CSO_GUNNISLAKE","301845",301845,"A1","SO on sewer network","Not Applicable","SX4335071850","","","GB108047007860","Lower River Tamar","RIVER TAMAR VIA SWS","","",119.14,70,86.5,50,TRUE,"Commissioned in 2020 - full year data expected",2020,2,"2 (installed 2020)",100,"","","N/A - Ongoing investigation","N/A - Ongoing investigation","Other investigation - WINEP/Green Recovery",NA,NA,243350,71850,50.52540743,-4.211377547,"England","Cornwall","South East Cornwall","Tamar","Devon and Cornwall","Devon Cornwall and the Isles of Scilly","South West","EA"
"8382",243432.162,70671.1998999994,8382,"South West Water","GUNNISLAKE WWTW","GUNNISLAKE STW_SO_GUNNISLAKE","SWWA 2413",NA,"A2","Inlet SO at WwTW","Not Applicable","SX4343070670","","","","","RIVER TAMAR (ESTUARINE)","","",146.56,57,58,40,TRUE,"Commissioned in 2019 - full year data expected",2019,3,"3 (installed 2019)",99,"","","Not asset maintenance - Hydraulic capacity","N/A - Hydraulic capacity","Other improvements - WINEP/Green Recovery",NA,NA,243430,70670,50.51482504,-4.209754326,"England","Cornwall","South East Cornwall","Tamar","Devon and Cornwall","Devon Cornwall and the Isles of Scilly","South West","EA"
"8383",243432.162,70671.1998999994,8383,"South West Water","GUNNISLAKE WWTW","GUNNISLAKE STW_SSO_GUNNISLAKE","SWWA 2413",NA,"A3","Storm tank at WwTW","Not Applicable","SX4343070670","","","","","RIVER TAMAR (ESTUARINE)","","",1173.63,67,112.6666667,40,TRUE,"Commissioned in 2019 - full year data expected",2019,3,"3 (installed 2019)",100,"","","Not asset maintenance - Hydraulic capacity","N/A - Hydraulic capacity","Other improvements - WINEP/Green Recovery",NA,NA,243430,70670,50.51482504,-4.209754326,"England","Cornwall","South East Cornwall","Tamar","Devon and Cornwall","Devon Cornwall and the Isles of Scilly","South West","EA"
